,user_id,avg_watching_count,avg_completion_percentage,courses_count,avg_enroll_time,grade
61,U_5243071,2.4098360655737703,0.5573770491803278,4,19,37
62,U_3014848,10.098039215686274,0.9950980392156863,5,13,75
63,U_4456640,5.531914893617022,0.2127659574468085,6,16,51
64,U_8388801,3.2142857142857144,0.5,4,14,10
65,U_9044168,2.3839285714285716,0.375,4,13,60
66,U_6947022,10.192982456140351,0.9473684210526315,9,18,81
67,U_9044178,1.4375,0.5,4,13,2
68,U_7995607,5.818181818181818,0.6363636363636364,5,12,65
69,U_9044186,1.7142857142857142,0.5714285714285714,4,13,24
70,U_7078108,6.719101123595506,0.449438202247191,6,12,84
71,U_9437408,2.1,0.3,5,22,86
72,U_6947041,2.357142857142857,0.14285714285714285,4,15,70
73,U_9044192,12.285714285714286,0.9243697478991597,8,14,4
74,U_262374,4.379310344827586,0.5862068965517241,16,22,26
75,U_6815975,4.533333333333333,0.29333333333333333,5,21,40
76,U_262376,4.2592592592592595,0.037037037037037035,4,10,99
77,U_4718824,4.833333333333333,0.16666666666666666,4,9,82
78,U_5243114,4.584905660377358,0.36792452830188677,8,20,98
79,U_6553834,3.69,0.42,5,23,99
80,U_6422763,3.7679558011049723,0.4861878453038674,12,21,82
81,U_9306342,2.0294117647058822,0.0,8,7,43
82,U_8519914,4.9743589743589745,0.15384615384615385,7,20,31
83,U_4456687,5.035714285714286,0.25,5,12,37
84,U_6815983,3.736842105263158,0.3684210526315789,5,6,78
85,U_3014902,13.018518518518519,0.48518518518518516,7,3,42
86,U_9306366,6.700892857142857,0.6383928571428571,5,16,77
87,U_9306370,10.65625,0.8125,4,17,4
88,U_262405,8.554744525547445,0.9854014598540146,5,0,69
89,U_6684936,2.0,0.75,4,10,62
90,U_262415,1.951219512195122,0.34146341463414637,6,17,4
91,U_8519952,7.376518218623482,0.5991902834008097,10,21,13
92,U_10748179,3.381818181818182,0.5272727272727272,6,20,57
93,U_655636,1.7142857142857142,0.5714285714285714,6,6,42
94,U_10879256,2.0833333333333335,0.8981481481481481,8,18,24
95,U_2490651,13.808510638297872,0.5106382978723404,4,22,73
96,U_10879261,1.2840909090909092,0.7613636363636364,7,21,42
97,U_6816034,3.495429616087751,1.1956124314442413,8,22,45
98,U_3014946,3.740740740740741,0.0,6,16,3
99,U_9437479,6.0425,0.89,10,10,88
100,U_655655,1.625,0.03125,11,19,46
101,U_9437480,3.5555555555555554,0.1111111111111111,4,16,33
102,U_655670,15.786008230452675,2.090534979423868,7,15,89
103,U_6291767,1.8109756097560976,0.676829268292683,13,10,44
104,U_8388920,4.451612903225806,0.3225806451612903,5,19,70
105,U_262457,5.222222222222222,0.037037037037037035,6,22,37
106,U_6684986,6.325396825396825,0.4523809523809524,9,22,78
107,U_7078201,5.4,0.2571428571428571,5,14,93
108,U_6947140,1.8928571428571428,1.0714285714285714,4,19,54
109,U_9044294,5.259433962264151,1.3773584905660377,5,8,24
110,U_333,3.3421052631578947,0.2631578947368421,4,20,25
111,U_7078223,3.6666666666666665,0.7233333333333334,6,19,19
112,U_4456784,7.339622641509434,0.9433962264150944,6,22,57
113,U_4325719,10.775342465753425,0.852054794520548,14,23,16
114,U_1573207,3.823529411764706,0.23529411764705882,4,23,71
115,U_10355035,3.5833333333333335,0.5208333333333334,4,16,52
116,U_1048924,1.4484536082474226,0.4725085910652921,39,20,11
117,U_352,2.888888888888889,0.1111111111111111,5,13,43
118,U_2621794,3.3909774436090228,0.6240601503759399,7,11,47
119,U_7995751,3.230769230769231,0.23076923076923078,4,3,33
120,U_4587880,11.506493506493506,0.5324675324675324,4,10,37
121,U_9437545,2.0,0.8125,6,7,38
122,U_6422888,3.08,0.56,6,16,67
123,U_8126829,7.713426853707415,0.9398797595190381,6,9,50
124,U_262509,3.212962962962963,0.4166666666666667,7,22,24
125,U_8126834,10.054054054054054,0.972972972972973,10,21,89
126,U_4718965,2.3,0.7,4,22,72
127,U_6553974,34.73880597014925,1.460820895522388,14,21,82
128,U_379,5.119047619047619,0.9047619047619048,9,17,67
129,U_5243266,4.355263157894737,1.2236842105263157,5,21,88
130,U_1048963,1.7032967032967032,0.7875457875457875,6,12,76
131,U_395,4.393939393939394,0.12121212121212122,4,9,22
132,U_262543,2.5384615384615383,0.15384615384615385,4,23,63
133,U_262544,7.743801652892562,1.4049586776859504,8,20,51
134,U_131476,1.6470588235294117,0.058823529411764705,5,5,56
135,U_262552,6.005917159763314,0.6568047337278107,5,12,40
136,U_8520097,3.6461126005361932,0.6166219839142091,26,22,36
137,U_8126884,2.141891891891892,0.19594594594594594,7,20,96
138,U_8520102,12.741935483870968,0.5806451612903226,9,18,2
139,U_1573288,1.3571428571428572,0.7142857142857143,4,22,3
140,U_8389036,2.3333333333333335,0.5,4,20,4
141,U_9044397,9.25,0.575,7,8,35
142,U_10355120,2.6542056074766354,0.9719626168224299,4,0,6
143,U_1049009,3.423076923076923,0.6153846153846154,5,13,31
144,U_9306552,6.848484848484849,1.0757575757575757,6,13,9
145,U_655802,4.130434782608695,0.5434782608695652,4,10,99
146,U_4587962,3.230769230769231,0.6923076923076923,6,7,41
147,U_7733695,5.8453865336658355,0.8952618453865336,7,17,77
148,U_8520128,4.079545454545454,0.42045454545454547,6,6,27
149,U_449,2.530201342281879,0.7986577181208053,5,11,63
150,U_6422980,7.18796992481203,0.6992481203007519,6,21,2
151,U_453,2.0989583333333335,0.4479166666666667,8,18,65
152,U_9306568,19.862244897959183,1.1173469387755102,12,20,40
153,U_8389065,3.8461538461538463,0.8461538461538461,4,15,78
154,U_7209419,3.6580645161290324,0.5032258064516129,4,21,32
155,U_462,7.774647887323944,1.2112676056338028,6,16,25
156,U_6554063,2.65,0.4,6,1,29
157,U_6947281,3.9134615384615383,0.04807692307692308,8,19,51
158,U_7995858,2.8461538461538463,0.23076923076923078,5,3,21
159,U_10879445,4.878787878787879,0.7878787878787878,4,19,74
160,U_8389080,2.539235412474849,0.5694164989939637,16,22,40
161,U_6947293,2.208955223880597,0.48507462686567165,4,21,37
162,U_7078367,6.669902912621359,0.2815533980582524,13,0,14
163,U_7078370,7.462264150943396,0.8270440251572327,10,23,26
164,U_5243364,2.1122448979591835,0.46938775510204084,5,17,64
165,U_10093038,1.5836909871244635,0.703862660944206,6,7,49
166,U_1442286,5.433070866141732,0.8976377952755905,7,10,36
167,U_262641,6.49748743718593,0.8743718592964824,19,10,32
168,U_2490869,1.4339622641509433,0.02830188679245283,24,21,76
169,U_1573371,6.081081081081081,0.9459459459459459,5,17,35
170,U_9306625,7.848484848484849,0.2727272727272727,5,23,59
171,U_4719106,3.073170731707317,0.3902439024390244,4,7,10
172,U_6554114,6.777777777777778,0.8888888888888888,4,17,90
173,U_7995908,5.2,0.4,4,17,35
174,U_9437698,7.2,0.0,5,21,64
175,U_8389127,3.0,0.375,4,15,88
176,U_262665,4.590163934426229,0.36065573770491804,10,22,41
177,U_10355211,6.636363636363637,0.18181818181818182,5,20,82
178,U_8520208,1.4,0.5333333333333333,4,9,72
179,U_533,2.388059701492537,0.31343283582089554,7,14,67
180,U_9306646,4.435897435897436,0.2564102564102564,7,21,17
181,U_9175576,4.0,0.5357142857142857,4,11,67
182,U_537,1.4375,0.5625,5,12,62
183,U_6685214,3.56,0.704,4,16,50
184,U_8651295,18.160714285714285,1.2321428571428572,5,14,6
185,U_131618,5.367088607594937,0.4911392405063291,9,9,73
186,U_6160930,2.0,0.125,4,11,11
187,U_262692,17.81967213114754,0.8360655737704918,8,18,40
188,U_262695,3.6119791666666665,0.4348958333333333,20,20,93
189,U_8389160,1.6153846153846154,0.3076923076923077,5,11,53
190,U_8389161,3.4166666666666665,0.375,4,1,60
191,U_7078442,3.6216216216216215,0.4594594594594595,4,18,59
192,U_10355246,6.233333333333333,0.26666666666666666,4,10,20
193,U_262704,2.0476190476190474,0.75,4,12,60
194,U_2490931,1.5714285714285714,0.21428571428571427,5,13,96
195,U_6947382,2.9871794871794872,0.6923076923076923,5,23,94
196,U_9437757,3.1699604743083003,0.8636363636363636,6,16,44
197,U_9699901,5.333333333333333,0.13333333333333333,4,18,84
198,U_8127039,12.068965517241379,0.4482758620689655,5,9,59
199,U_7078467,7.671875,0.640625,9,17,0
200,U_10879558,3.1052631578947367,0.42105263157894735,4,21,30
201,U_6685255,2.6283987915407856,0.4471299093655589,9,21,65
202,U_1049161,3.6,0.4,5,22,83
203,U_8389199,3.6818181818181817,0.36363636363636365,6,22,11
204,U_6816336,7.16,0.44,4,22,48
205,U_524882,8.923076923076923,1.0,5,10,38
206,U_1442387,2.3333333333333335,0.5,4,14,86
207,U_8520279,4.197802197802198,0.8791208791208791,4,20,53
208,U_10486360,5.416666666666667,0.0,4,18,24
209,U_131675,8.91891891891892,1.054054054054054,10,9,6
210,U_524891,9.412060301507537,0.4221105527638191,10,6,15
211,U_2490973,9.880952380952381,0.7380952380952381,4,16,62
212,U_1573471,11.11864406779661,0.8135593220338984,7,22,96
213,U_7996002,2.90625,0.71875,4,23,34
214,U_3670627,4.5588235294117645,0.27205882352941174,10,22,0
215,U_6423141,1.046242774566474,0.7745664739884393,6,9,66
216,U_613,1.6363636363636365,0.45454545454545453,8,15,84
217,U_7996012,7.859375,0.125,6,9,71
218,U_10486386,1.8524590163934427,0.8688524590163934,4,9,82
219,U_6947443,2.3815789473684212,0.013157894736842105,9,15,58
220,U_626,3.230769230769231,0.23076923076923078,4,10,78
221,U_630,2.125,0.625,6,0,45
222,U_9437816,2.5555555555555554,0.0,14,10,1
223,U_8389244,1.9375,0.5,14,11,32
224,U_639,3.918918918918919,0.24324324324324326,5,22,18
225,U_8389247,13.5,0.5,5,17,89
226,U_10224258,1.2666666666666666,0.4,4,10,59
227,U_1966725,1.9701492537313432,0.22388059701492538,7,7,36
228,U_8520327,6.3076923076923075,0.5384615384615384,6,21,87
229,U_10486408,5.8828125,0.828125,4,10,74
230,U_10224263,13.807692307692308,0.6153846153846154,4,19,42
231,U_262794,4.533333333333333,0.3333333333333333,4,21,40
232,U_8389259,9.052631578947368,0.6842105263157895,4,15,85
233,U_6685326,12.566666666666666,1.1222222222222222,5,16,69
234,U_10879631,5.655913978494624,0.22580645161290322,13,1,70
235,U_7209616,2.480769230769231,0.7275641025641025,8,23,75
236,U_2622096,4.380281690140845,0.704225352112676,7,0,21
237,U_1573520,6.352941176470588,0.47058823529411764,5,21,59
238,U_1573523,2.480769230769231,0.4230769230769231,10,22,86
239,U_656016,1.6153846153846154,0.3076923076923077,5,22,4
240,U_656,4.2592592592592595,0.07407407407407407,4,11,0
241,U_262803,1.0,0.7419354838709677,4,17,55
242,U_393880,5.134328358208955,0.31343283582089554,5,13,9
243,U_10748568,2.0,0.09090909090909091,9,16,13
244,U_6816412,1.3571428571428572,0.0,5,22,48
245,U_6554270,1.8888888888888888,0.4,7,15,63
246,U_8389279,4.75,0.32142857142857145,5,9,2
247,U_7078560,6.7631578947368425,0.9078947368421053,5,15,45
248,U_9306795,13.411764705882353,0.47058823529411764,4,10,50
249,U_8520365,1.380952380952381,0.2857142857142857,8,20,45
250,U_8520368,3.4307692307692306,2.0615384615384613,5,22,80
251,U_2622131,1.5,0.3333333333333333,6,9,13
252,U_524980,5.7894736842105265,0.07894736842105263,8,9,28
253,U_10617528,3.2903225806451615,0.3064516129032258,4,15,21
254,U_7209657,2.150326797385621,0.5555555555555556,9,21,38
255,U_8389306,6.068965517241379,0.5517241379310345,7,21,64
256,U_8127163,3.69811320754717,1.1132075471698113,4,6,56
257,U_8520382,4.5,0.5,6,10,19
258,U_6161097,3.025,0.575,4,20,82
259,U_7078602,6.0,1.0816326530612246,4,22,14
260,U_714,2.9473684210526314,0.05263157894736842,4,12,44
261,U_5243599,2.5428571428571427,0.4857142857142857,5,9,99
262,U_9044690,2.3333333333333335,0.3333333333333333,7,16,53
263,U_8389331,5.2890625,1.0078125,11,13,23
264,U_11928279,1.7058823529411764,0.29411764705882354,4,20,7
265,U_6161114,1.5172413793103448,0.5,5,10,70
266,U_7996122,1.5416666666666667,1.15,7,22,8
267,U_9700062,1.8275862068965518,0.7068965517241379,5,0,98
268,U_737,2.68,0.56,5,16,2
269,U_739,3.316076294277929,0.37057220708446864,6,20,44
270,U_6685415,4.435897435897436,0.6666666666666666,6,13,52
271,U_1573607,5.507246376811594,0.43478260869565216,6,18,17
272,U_745,1.5238095238095237,0.0,8,23,82
273,U_10617585,2.8484848484848486,0.24242424242424243,6,1,85
274,U_10617588,6.258064516129032,0.6129032258064516,7,9,53
275,U_10355449,4.518518518518518,0.6296296296296297,5,23,35
276,U_5243644,9.176470588235293,0.9411764705882353,4,22,92
277,U_10486529,1.8,0.4,4,10,30
278,U_8520463,1.96,0.58,7,22,30
279,U_1049362,8.83361064891847,0.7587354409317804,10,21,85
280,U_8782614,17.685185185185187,1.4074074074074074,5,0,35
281,U_10748695,4.8,0.1,4,21,9
282,U_4326171,5.052631578947368,0.2631578947368421,4,11,83
283,U_2491165,15.488372093023257,1.0093023255813953,4,9,57
284,U_4326173,3.72992700729927,0.6788321167883211,10,22,86
285,U_656157,1.7333333333333334,0.6666666666666666,4,9,48
286,U_9044769,3.3636363636363638,0.6212121212121212,5,15,15
287,U_11010850,2.302325581395349,0.6046511627906976,4,20,51
288,U_1049381,3.533333333333333,0.6333333333333333,5,20,42
289,U_812,2.0,0.26666666666666666,6,15,53
290,U_815,2.7846153846153845,0.5846153846153846,8,0,11
291,U_6816560,5.761904761904762,0.9484126984126984,11,21,9
292,U_6161201,3.6537549407114622,0.6071146245059289,104,16,64
293,U_7078705,6.278409090909091,0.9715909090909091,9,21,99
294,U_6685490,2.25,0.5,4,7,60
295,U_131893,5.788732394366197,0.3380281690140845,4,22,95
296,U_1966902,1.6842105263157894,0.8421052631578947,5,22,31
297,U_7078711,4.407407407407407,0.5851851851851851,9,14,24
298,U_6292282,3.88,0.52,5,12,84
299,U_4326206,3.970414201183432,0.3431952662721893,11,10,59
300,U_9175874,5.666666666666667,0.3333333333333333,6,9,58
301,U_8389448,2.150537634408602,0.12903225806451613,24,20,85
302,U_3015497,12.085714285714285,0.6,5,10,60
303,U_841,4.090909090909091,0.30303030303030304,6,6,26
304,U_9438028,7.90625,0.6875,4,8,24
305,U_394061,4.962962962962963,0.4444444444444444,20,21,44
306,U_2491216,4.9787234042553195,0.7659574468085106,6,22,96
307,U_10093394,5.809523809523809,0.30158730158730157,7,16,52
308,U_6292312,12.75,0.42391304347826086,5,19,97
309,U_10486619,2.375,0.575,4,15,14
310,U_9175900,9.842105263157896,0.21052631578947367,4,2,20
311,U_6292317,4.565217391304348,1.1304347826086956,6,6,81
312,U_6816605,3.3181818181818183,0.7159090909090909,5,1,47
313,U_1049437,2.8,0.2,4,18,56
314,U_3015520,4.333333333333333,0.1111111111111111,5,22,14
315,U_8520546,7.536585365853658,0.23170731707317074,5,1,5
316,U_131938,4.937007874015748,0.48031496062992124,14,11,97
317,U_6947688,7.529411764705882,0.11764705882352941,9,19,90
318,U_8127339,3.8205128205128207,0.5042735042735043,5,15,46
319,U_7078764,11.990196078431373,0.24509803921568626,11,9,10
320,U_394093,3.642857142857143,0.35714285714285715,9,20,43
321,U_5768049,6.169811320754717,0.5471698113207547,5,23,43
322,U_918390,4.550724637681159,0.37681159420289856,9,2,76
323,U_3277700,3.604534005037783,1.314861460957179,6,23,46
324,U_902,3.7081967213114755,0.5672131147540984,9,12,79
325,U_394119,9.708609271523178,1.576158940397351,6,13,22
326,U_6292358,2.3389830508474576,0.4406779661016949,4,17,21
327,U_903,6.2,0.26666666666666666,4,9,47
328,U_7209869,6.882352941176471,0.3235294117647059,4,20,51
329,U_10879887,3.28,0.72,4,17,9
330,U_787343,6.787878787878788,0.25757575757575757,4,12,93
331,U_1966994,8.452054794520548,0.2465753424657534,4,11,49
332,U_7996307,4.594594594594595,0.5135135135135135,4,9,56
333,U_8389525,1.725,0.775,5,10,27
334,U_6816666,7.887323943661972,0.6338028169014085,4,22,47
335,U_8520606,3.6555555555555554,0.6444444444444445,5,21,30
336,U_10748833,4.365079365079365,1.0317460317460319,4,9,26
337,U_4326307,3.111111111111111,0.5370370370370371,8,16,3
338,U_6685608,4.8,0.37142857142857144,5,15,68
339,U_8127405,1.1666666666666667,0.16666666666666666,4,23,75
340,U_4719535,19.394736842105264,1.118421052631579,5,18,11
341,U_8389553,2.8275862068965516,0.3793103448275862,6,8,62
342,U_10617779,8.540816326530612,1.183673469387755,5,17,49
343,U_6554552,2.8181818181818183,0.6590909090909091,6,10,23
344,U_960,2.180672268907563,0.5168067226890757,9,12,46
345,U_9700288,5.270588235294118,0.47058823529411764,6,16,90
346,U_1180608,18.40909090909091,1.0454545454545454,5,7,83
347,U_6554571,2.3859649122807016,0.631578947368421,4,16,36
348,U_9438157,3.5789473684210527,0.05263157894736842,7,22,72
349,U_656340,1.6,0.64,8,21,22
350,U_263125,4.0256410256410255,0.7435897435897436,4,23,48
351,U_263126,7.03030303030303,0.5454545454545454,7,0,52
352,U_9307095,22.491803278688526,0.6557377049180327,4,3,4
353,U_10617816,4.2407407407407405,0.6481481481481481,5,19,63
354,U_6554588,14.134615384615385,1.6634615384615385,8,1,62
355,U_10617826,5.333333333333333,0.375,4,16,24
356,U_10879971,3.4,0.30697674418604654,7,8,55
357,U_394210,3.9285714285714284,0.21428571428571427,4,11,70
358,U_9307109,1.7307692307692308,0.5769230769230769,4,19,62
359,U_9307110,1.7244094488188977,0.9448818897637795,4,0,31
360,U_8651750,3.7436708860759493,1.018987341772152,4,11,10
361,U_9307112,1.4829545454545454,1.0227272727272727,8,18,28
362,U_8389611,2.2,1.1625,5,23,35
363,U_9307116,1.6026490066225165,0.9006622516556292,4,11,75
364,U_263150,2.6216216216216215,0.40540540540540543,9,11,68
365,U_9307119,6.0119760479041915,0.8502994011976048,6,16,19
366,U_9044977,5.153846153846154,0.34615384615384615,5,16,49
367,U_8258545,11.338345864661655,1.0827067669172932,4,22,64
368,U_132084,2.3870967741935485,0.5967741935483871,6,8,58
369,U_6947834,2.3714285714285714,0.37142857142857144,6,23,82
370,U_6161402,13.466666666666667,0.8,4,16,46
371,U_2491394,1.4711538461538463,0.5769230769230769,24,10,18
372,U_6947845,3.8739495798319328,0.6722689075630253,12,23,72
373,U_1049606,4.222222222222222,0.2222222222222222,4,20,11
374,U_6816775,6.543478260869565,0.35507246376811596,6,21,67
375,U_9700360,7.5608108108108105,0.7398648648648649,7,20,19
376,U_525321,2.283582089552239,0.47761194029850745,7,0,59
377,U_1573896,9.148387096774194,0.9806451612903225,5,10,22
378,U_9307145,1.0,0.6666666666666666,5,16,46
379,U_8520713,2.94273127753304,0.3524229074889868,24,13,65
380,U_8389645,2.723404255319149,0.48936170212765956,4,11,33
381,U_10748942,2.05111821086262,0.5718849840255591,18,10,59
382,U_263183,4.638297872340425,0.574468085106383,13,23,75
383,U_263184,7.526315789473684,0.5789473684210527,5,10,57
384,U_9307152,1.2876106194690264,0.6371681415929203,4,19,12
385,U_2622481,4.884057971014493,0.4782608695652174,11,23,13
386,U_8651790,8.576923076923077,0.8076923076923077,5,12,17
387,U_2622484,6.48314606741573,0.797752808988764,7,13,32
388,U_2622485,3.7880184331797233,0.4700460829493088,6,23,14
389,U_10486810,7.4,0.4,8,17,36
390,U_7996443,2.12,0.72,6,20,35
391,U_6947872,2.4909090909090907,0.5272727272727272,13,19,99
392,U_1058,8.25,0.0,4,14,54
393,U_6685731,5.7727272727272725,0.45454545454545453,4,15,10
394,U_7210019,6.25,0.25,7,14,8
395,U_132135,5.574803149606299,1.669291338582677,4,19,88
396,U_10224682,12.843373493975903,0.6024096385542169,5,19,65
397,U_9700400,8.0,0.2727272727272727,4,14,11
398,U_263218,1.588235294117647,0.4117647058823529,6,12,7
399,U_7996469,15.0,0.5,6,14,20
400,U_2491446,3.4662576687116564,0.5705521472392638,13,23,14
401,U_10617914,2.7770700636942673,0.445859872611465,4,15,70
402,U_1087,5.976744186046512,0.38372093023255816,7,21,82
403,U_132159,5.98,0.45,5,0,56
404,U_2622530,4.108108108108108,0.35135135135135137,10,17,38
405,U_10880070,5.328571428571428,0.35714285714285715,12,10,68
406,U_263239,1.6923076923076923,0.5,5,17,37
407,U_6947911,3.675675675675676,0.21621621621621623,5,19,78
408,U_132178,2.5714285714285716,0.8928571428571429,8,22,71
409,U_3671123,3.0,0.3333333333333333,11,11,51
410,U_10880082,1.0,0.3333333333333333,8,16,62
411,U_6685781,2.475,1.025,4,20,77
412,U_1112,1.683982683982684,0.15151515151515152,6,21,27
413,U_2491480,12.0,0.7246376811594203,9,10,45
414,U_6161500,2.1666666666666665,0.0,6,22,32
415,U_132188,2.4166666666666665,0.5833333333333334,5,11,60
416,U_7079009,4.404761904761905,0.35714285714285715,5,20,63
417,U_4719719,1.4285714285714286,0.8095238095238095,4,15,51
418,U_3277928,4.705035971223022,0.5971223021582733,4,21,36
419,U_6161514,5.085365853658536,0.45121951219512196,5,6,32
420,U_9176174,1.7083333333333333,0.4305555555555556,6,11,28
421,U_10355826,1.8571428571428572,0.047619047619047616,8,22,72
422,U_6423671,6.0,1.0666666666666667,7,17,89
423,U_11928697,1.5714285714285714,0.2857142857142857,6,1,93
424,U_918650,2.5132743362831858,0.5929203539823009,8,19,40
425,U_8389758,7.94488188976378,0.6535433070866141,6,22,14
426,U_132223,2.2241379310344827,0.5344827586206896,6,17,50
427,U_9700483,15.984513274336283,0.8252212389380531,17,10,97
428,U_6554755,2.8969072164948453,0.6597938144329897,4,20,28
429,U_6816904,4.586666666666667,0.4266666666666667,8,9,3
430,U_10880136,2.142857142857143,0.42857142857142855,5,3,86
431,U_1162,3.76,0.7333333333333333,5,14,58
432,U_4719755,6.75,0.2,6,19,27
433,U_9307278,2.4814814814814814,0.7407407407407407,4,21,38
434,U_6816914,7.217391304347826,0.5652173913043478,4,15,91
435,U_9438354,2.0,0.25,6,16,78
436,U_8258710,3.15,0.48333333333333334,4,16,97
437,U_7996567,5.175,0.75,4,19,60
438,U_1967256,5.573221757322176,0.698744769874477,15,7,62
439,U_2622614,43.333333333333336,5.0,4,13,76
440,U_2491546,15.675324675324676,0.8961038961038961,6,10,39
441,U_11797659,3.721518987341772,0.5949367088607594,4,20,16
442,U_9307291,1.6375,0.9275,5,10,74
443,U_8520854,12.0,0.0,7,9,72
444,U_6816926,1.44,0.64,4,14,50
445,U_7079071,9.277777777777779,0.4722222222222222,5,17,80
446,U_5244069,8.488888888888889,0.5333333333333333,4,18,38
447,U_1193,4.147058823529412,0.6764705882352942,4,3,42
448,U_8520876,9.882352941176471,0.5294117647058824,4,12,98
449,U_6685870,5.2592592592592595,0.7901234567901234,10,22,41
450,U_7210159,4.563492063492063,0.4126984126984127,5,23,4
451,U_10618031,4.888888888888889,0.28888888888888886,5,23,21
452,U_8520882,2.280701754385965,0.543859649122807,10,13,41
453,U_1442995,1.7128712871287128,0.4628712871287129,4,22,32
454,U_4588724,4.23,0.26,23,0,99
455,U_9307324,2.8870292887029287,0.9497907949790795,6,18,57
456,U_1049796,6.962962962962963,0.6296296296296297,6,21,54
457,U_3802308,10.744047619047619,0.6130952380952381,4,9,71
458,U_7996619,5.148936170212766,0.7588652482269503,5,16,84
459,U_8783055,3.1818181818181817,0.2727272727272727,8,14,83
460,U_263377,3.0759493670886076,0.5822784810126582,4,22,80
461,U_9307346,8.548717948717949,0.717948717948718,10,14,36
462,U_10093784,5.421052631578948,0.10526315789473684,4,12,48
463,U_6554842,3.2222222222222223,0.1111111111111111,7,17,63
464,U_6685915,3.0454545454545454,0.8181818181818182,4,14,11
465,U_8389852,4.636363636363637,0.2727272727272727,4,20,60
466,U_6685920,2.204081632653061,0.3469387755102041,4,22,54
467,U_6685922,1.1578947368421053,0.42105263157894735,5,9,94
468,U_6554853,3.352112676056338,0.7746478873239436,5,21,94
469,U_7210216,4.76,0.24,5,19,54
470,U_7210218,2.4285714285714284,0.4603174603174603,5,21,13
471,U_2491627,6.4787234042553195,0.9893617021276596,6,19,26
472,U_5244140,10.068965517241379,0.6551724137931034,7,11,20
473,U_8389868,9.25,0.4423076923076923,8,13,48
474,U_8389870,9.808219178082192,0.5342465753424658,10,8,77
475,U_8520941,2.0,0.2727272727272727,4,19,3
